员工满意度,考核评分,项目数量,每月在公司工作时间,司龄,工作事故,是否离职,五年内是否升职,部门,薪水
0.86,0.92,3,260,2,0,0,0,sales,low
0.52,0.62,3,179,3,0,0,0,sales,high
0.79,0.48,5,200,3,0,0,0,sales,low
0.47,0.56,4,165,3,0,0,0,sales,medium
0.76,0.64,4,144,2,0,0,0,sales,high
0.52,0.72,4,186,2,0,0,0,sales,medium
0.84,0.54,4,156,4,0,0,0,sales,high
0.5,0.7,4,162,2,0,0,0,sales,medium
0.52,0.63,3,269,2,0,0,0,sales,medium
0.76,0.37,3,127,4,0,0,0,sales,medium
0.59,0.58,2,267,3,0,0,0,sales,medium
0.65,0.79,4,196,2,0,0,0,accounting,medium
0.68,0.83,3,144,2,0,0,0,accounting,medium
0.52,0.72,2,247,4,0,0,0,accounting,medium
0.92,0.5,5,258,3,0,0,0,hr,medium
0.53,0.84,4,219,2,0,0,0,hr,high
0.5,0.95,2,208,2,0,0,0,hr,low
0.98,0.77,4,184,3,0,0,0,hr,medium
0.85,0.6,5,178,2,0,0,0,technical,medium
0.49,0.83,4,194,3,0,0,0,technical,medium
0.52,0.73,4,245,4,0,0,0,technical,medium
0.96,0.77,3,193,3,0,0,0,technical,medium
0.86,0.85,3,254,3,0,0,0,technical,medium
0.35,0.59,3,281,2,0,0,0,technical,medium
0.99,0.97,5,229,2,0,0,0,technical,medium
0.52,0.92,4,112,2,0,0,0,technical,medium
0.75,0.91,4,243,3,0,0,0,technical,high
0.67,0.66,3,151,3,0,0,0,technical,low
0.49,0.37,4,216,4,0,0,0,technical,low
0.51,0.62,3,110,3,0,0,0,support,low
0.65,0.6,3,142,2,0,0,0,support,high
0.73,0.8,4,251,2,1,0,0,support,low
0.46,0.75,6,276,6,0,0,0,support,low
0.94,0.82,4,159,2,1,0,0,support,low
0.53,0.69,4,257,4,0,0,0,support,high
0.6,0.79,5,154,2,0,0,0,support,low
0.63,0.97,5,146,3,0,0,0,support,low
0.75,0.77,4,204,2,0,0,0,support,low
0.69,0.53,4,156,3,0,0,0,support,low
0.81,0.5,4,170,4,0,0,0,support,low
0.74,0.84,3,239,3,0,0,0,technical,low
0.72,0.55,4,145,3,0,0,0,technical,low
0.27,0.39,4,193,4,0,0,0,technical,medium
0.86,0.74,2,178,3,0,0,0,management,medium
0.5,0.59,3,260,3,0,0,0,IT,medium
0.82,0.5,3,198,4,0,0,0,IT,medium
0.73,0.51,4,249,5,0,0,0,IT,medium
0.7,0.72,4,202,3,0,0,0,IT,medium
0.9,0.72,4,143,3,0,0,0,IT,medium
0.72,0.95,2,178,4,1,0,0,product_mng,medium
0.63,0.85,3,151,4,1,0,0,product_mng,medium
0.84,0.99,4,134,3,0,0,0,product_mng,medium
0.98,0.92,5,221,3,1,0,0,product_mng,medium
0.41,0.48,6,165,4,0,0,0,IT,medium
0.72,0.58,4,255,2,0,0,0,RandD,high
0.87,0.89,3,140,2,1,0,0,RandD,low
0.63,0.71,5,141,2,0,0,0,RandD,medium
0.6,0.96,4,99,6,0,0,0,RandD,medium
0.58,0.79,5,197,3,0,0,0,RandD,medium
0.64,0.52,3,240,3,0,0,0,marketing,medium
0.74,0.62,3,216,3,1,0,0,sales,low
0.93,0.7,5,206,4,0,0,0,accounting,low
0.74,0.75,4,257,3,0,0,0,support,low
0.98,0.6,4,160,3,0,0,0,technical,low
0.87,0.82,5,138,3,1,0,0,management,low
0.76,0.99,3,216,3,0,0,0,marketing,low
0.15,0.91,6,281,3,0,0,0,marketing,low
0.18,0.57,6,238,6,1,0,0,marketing,low
1,0.67,3,199,4,0,0,0,sales,low
0.98,0.63,3,135,3,0,0,0,sales,low
0.73,0.97,3,165,2,0,0,0,sales,low
0.67,0.72,3,180,3,0,0,0,sales,low
0.9,0.74,3,227,3,0,0,0,sales,low
0.54,0.53,3,251,2,0,0,0,sales,low
0.15,0.39,5,229,4,0,0,0,sales,low
0.58,0.54,4,199,2,0,0,0,sales,low
0.81,0.51,4,271,2,0,0,0,sales,low
0.17,0.51,5,221,3,0,0,0,sales,low
0.68,0.73,4,251,3,0,0,0,sales,low
0.68,0.49,4,153,4,0,0,0,sales,low
0.7,0.93,4,241,3,0,0,0,sales,low
0.49,0.68,4,201,4,0,0,0,sales,medium
0.55,0.96,4,267,3,0,0,0,sales,medium
0.48,0.84,3,146,2,1,0,0,sales,medium
0.63,0.98,4,210,3,0,0,0,sales,medium
0.83,0.69,4,233,2,0,0,0,sales,medium
0.48,0.87,3,221,2,0,0,0,sales,medium
0.98,0.96,5,183,3,1,0,0,accounting,medium
0.57,0.72,4,221,3,0,0,0,accounting,medium
0.72,0.66,3,167,3,0,0,0,accounting,medium
0.9,0.8,4,240,3,0,0,0,hr,medium
0.64,0.59,3,200,2,1,0,0,hr,medium
0.55,0.98,2,144,2,0,0,0,hr,medium
0.56,0.59,5,209,2,1,0,0,hr,high
0.8,0.55,3,206,2,0,0,0,technical,low
0.65,0.76,3,111,5,0,0,0,technical,medium
0.75,0.78,3,241,3,0,0,0,technical,medium
0.69,0.79,3,207,3,0,0,0,technical,medium
0.91,0.76,3,197,3,0,0,0,technical,medium
0.78,0.63,5,200,2,0,0,0,technical,low
0.71,0.68,4,242,4,0,0,0,technical,low
0.79,0.96,4,180,3,0,0,0,technical,low
0.86,0.72,4,173,3,0,0,0,technical,low
0.87,0.82,3,224,3,0,0,0,technical,low
0.76,0.99,2,183,2,0,0,0,technical,low
0.76,0.8,4,226,5,0,0,0,support,low
0.74,0.66,3,257,3,0,0,0,support,low
0.56,0.81,3,165,4,0,0,0,support,low
0.54,0.91,3,142,2,0,0,0,support,low
0.84,0.79,4,258,4,0,0,0,support,low
0.55,0.69,5,193,2,0,0,0,support,low
0.69,0.51,3,176,2,0,0,0,support,low
0.79,0.88,4,188,3,0,0,0,support,low
0.21,0.38,3,275,5,0,0,0,support,low
0.57,0.58,3,132,3,0,0,0,support,low
0.89,0.95,3,246,4,0,0,0,support,low
0.72,0.98,3,181,4,0,0,0,technical,low
0.56,0.58,5,266,3,0,0,0,technical,low
0.84,0.68,4,151,2,0,0,0,technical,low
0.94,0.76,3,257,4,1,0,0,management,low
0.29,0.88,6,183,4,0,0,0,IT,medium
0.54,0.93,3,124,5,0,0,0,IT,medium
0.93,0.73,4,153,2,1,0,0,IT,medium
0.8,0.68,4,199,2,0,0,0,IT,medium
1,0.73,5,142,4,0,0,0,IT,medium
0.89,0.56,4,159,3,0,0,0,product_mng,medium
0.6,0.78,6,211,4,1,0,0,product_mng,medium
0.49,0.94,5,136,3,0,0,0,product_mng,medium
0.65,0.75,4,153,2,0,0,0,product_mng,medium
0.6,0.71,5,263,2,1,0,0,IT,medium
0.51,1,3,168,3,1,0,0,RandD,medium
0.74,0.89,4,234,3,1,0,0,RandD,medium
0.57,0.42,4,154,5,0,0,0,RandD,high
0.82,0.84,5,173,2,0,0,0,RandD,low
0.19,0.63,5,206,6,0,0,0,RandD,medium
0.5,0.64,4,208,2,0,0,0,marketing,medium
0.91,0.68,4,178,3,1,0,0,sales,medium
0.19,0.86,4,198,6,0,0,0,accounting,medium
0.94,0.84,4,220,3,0,0,0,support,low
0.88,0.67,4,226,2,0,0,0,technical,low
0.9,0.87,4,231,5,0,0,0,management,low
0.49,0.96,2,206,2,0,0,0,marketing,low
0.99,0.55,4,179,4,0,0,0,marketing,low
0.72,0.81,4,200,2,0,0,0,marketing,low
0.66,0.69,5,202,6,0,0,0,sales,low
0.96,0.51,4,237,3,0,0,0,sales,low
0.49,0.69,4,270,3,0,0,0,sales,low
0.73,0.49,3,168,2,1,0,0,sales,low
0.48,0.98,5,132,4,0,0,0,sales,low
0.57,0.78,3,162,2,0,0,0,sales,low
0.63,0.82,3,269,3,0,0,0,sales,low
0.46,0.87,5,254,5,1,0,0,sales,low
0.64,0.5,3,261,2,0,0,0,sales,low
0.56,0.73,4,148,3,0,0,0,sales,low
0.97,0.75,5,228,4,0,0,0,sales,low
0.69,0.68,3,138,3,0,0,0,sales,low
0.23,0.97,4,200,3,0,0,0,sales,low
0.77,0.48,4,258,4,1,0,0,sales,low
0.76,0.57,4,266,3,0,0,0,sales,low
0.98,0.66,3,204,2,0,0,0,sales,medium
0.92,0.77,3,236,3,0,0,0,sales,medium
0.63,0.67,4,149,3,1,0,0,sales,medium
0.91,0.69,5,240,3,0,0,0,sales,medium
0.4,0.67,3,115,3,0,0,0,accounting,medium
0.82,0.62,4,267,3,1,0,0,accounting,medium
0.81,0.88,4,149,3,0,0,0,accounting,medium
0.61,0.69,3,224,3,0,0,0,hr,medium
0.3,0.57,2,158,2,0,0,0,hr,medium
0.59,0.72,2,107,3,0,0,0,hr,medium
0.2,0.56,3,217,5,0,0,0,hr,medium
0.75,0.56,2,212,2,0,0,0,technical,medium
0.59,0.79,3,270,3,0,0,0,technical,high
0.63,0.53,4,243,2,0,0,0,technical,low
0.77,0.68,5,162,4,1,0,0,technical,medium
0.82,0.6,5,232,2,0,0,0,technical,medium
0.6,0.85,5,187,4,0,0,0,technical,medium
0.83,0.72,3,259,2,0,0,0,technical,medium
0.67,0.6,4,209,2,0,0,0,technical,low
0.84,0.56,5,97,6,0,0,0,technical,low
0.68,0.79,5,139,4,0,0,0,technical,low
0.74,0.92,4,258,3,1,0,0,technical,low
0.63,0.64,3,208,2,1,0,0,support,low
0.88,0.9,2,233,3,0,0,0,support,low
1,0.81,3,168,4,0,0,0,support,low
0.7,0.87,4,252,2,1,0,0,support,low
0.5,0.71,5,171,4,0,0,0,support,low
0.94,0.66,5,219,3,0,0,0,support,low
0.67,0.54,3,213,4,0,0,0,support,low
0.8,0.88,5,199,4,0,0,0,support,low
0.7,0.88,4,245,2,0,0,0,support,low
0.24,0.73,4,273,5,0,0,0,support,low
0.98,1,4,202,3,0,0,0,support,low
0.76,0.65,4,240,3,0,0,0,technical,low
0.78,0.5,4,155,4,0,0,0,technical,low
0.42,0.91,3,209,2,0,0,0,technical,low
0.83,0.64,4,210,3,0,0,0,management,medium
0.98,0.81,4,266,6,0,0,0,IT,medium
0.64,0.81,2,226,2,0,0,0,IT,medium
0.67,0.75,4,133,2,0,0,0,IT,medium
0.26,0.39,3,99,4,0,0,0,IT,medium
0.97,0.64,3,237,3,0,0,0,IT,medium
0.48,0.6,4,230,3,0,0,0,product_mng,medium
0.84,0.55,4,149,2,0,0,0,product_mng,medium
0.71,0.74,4,206,4,0,0,0,product_mng,medium
1,0.84,3,185,3,0,0,0,product_mng,medium
0.6,0.76,5,269,2,0,0,0,IT,medium
0.95,0.37,6,233,5,0,0,0,RandD,medium
0.56,0.56,3,162,2,0,0,0,RandD,high
0.75,0.49,2,173,3,1,0,0,RandD,low
0.98,0.53,6,253,4,0,0,0,RandD,medium
0.7,0.72,5,134,3,0,0,0,RandD,medium
0.65,0.92,4,133,3,0,0,0,marketing,medium
0.8,0.81,5,143,2,0,0,0,sales,medium
0.49,0.78,3,264,4,0,0,0,accounting,low
0.32,0.73,3,180,6,0,0,0,support,low
0.88,0.54,3,235,2,1,0,0,technical,low
0.8,0.97,4,232,2,0,0,0,management,low
0.73,0.74,4,181,4,0,0,0,marketing,low
0.72,0.58,3,198,2,0,0,0,marketing,low
0.58,0.78,5,211,3,1,0,0,marketing,low
0.66,0.96,4,216,3,0,0,0,sales,low
0.63,0.79,3,197,3,1,0,0,sales,low
0.69,0.56,2,214,2,0,0,0,sales,low
0.49,0.59,3,185,3,0,0,0,sales,low
0.6,0.45,3,173,2,0,0,0,sales,low
0.5,0.63,4,229,4,0,0,0,sales,low
0.34,0.81,4,116,3,1,0,0,sales,low
0.79,0.6,5,223,3,0,0,0,sales,low
0.98,0.68,4,154,3,0,0,0,sales,low
0.96,0.97,5,240,2,0,0,0,sales,low
0.88,0.89,3,139,2,0,0,0,sales,low
0.6,0.61,2,275,2,0,0,0,sales,low
0.62,0.73,3,158,3,1,0,0,sales,low
0.4,0.72,3,204,4,1,0,0,sales,low
0.16,0.82,5,121,2,0,0,0,sales,medium
0.81,0.98,5,243,6,0,0,0,sales,medium
0.69,0.69,4,195,2,0,0,0,sales,medium
0.66,0.51,5,149,3,0,0,0,sales,medium
0.66,0.62,5,214,2,0,0,0,sales,medium
0.61,0.53,4,266,3,0,0,0,accounting,medium
0.99,0.77,5,222,2,0,0,0,accounting,medium
0.73,0.54,3,283,6,0,0,0,accounting,medium
0.63,0.72,2,161,5,0,0,0,hr,medium
0.6,0.91,3,157,4,0,0,0,hr,medium
0.44,0.44,3,126,2,0,0,0,hr,medium
0.64,0.95,3,131,6,0,0,0,hr,medium
0.91,0.81,4,139,2,0,0,0,technical,high
0.55,0.59,4,230,3,0,0,0,technical,low
0.7,0.73,4,240,2,1,0,0,technical,medium
0.37,0.59,3,134,3,0,0,0,technical,medium
0.16,0.56,6,196,3,0,0,0,technical,medium
0.69,0.97,5,240,4,0,0,0,technical,medium
0.96,0.47,2,233,5,1,0,0,technical,low
0.62,0.91,5,267,3,0,0,0,technical,low
0.94,0.45,2,211,3,0,0,0,technical,low
0.67,0.83,3,260,3,0,0,0,technical,low
0.89,0.57,3,113,3,0,0,0,technical,low
0.6,0.63,5,267,3,0,0,0,support,low
0.89,0.62,5,196,3,0,0,0,support,low
0.6,0.89,3,232,2,0,0,0,support,low
0.93,0.95,2,156,3,1,0,0,support,low
0.38,0.78,4,159,5,0,0,0,support,low
0.62,0.57,3,223,3,1,0,0,support,low
0.86,0.86,4,197,3,1,0,0,support,low
0.61,0.62,2,192,2,1,0,0,support,low
0.77,0.64,4,192,3,0,0,0,support,low
0.85,0.73,4,174,3,0,0,0,support,low
0.94,0.62,4,191,3,0,0,0,support,low
0.59,0.59,4,270,2,0,0,0,technical,low
0.9,0.92,3,139,3,0,0,0,technical,low
0.86,0.65,4,243,2,0,0,0,technical,low
0.72,0.7,3,238,2,0,0,0,management,low
0.84,0.52,5,189,2,1,0,0,IT,low
0.64,0.5,4,189,3,0,0,0,IT,medium
0.81,0.75,4,206,3,0,0,0,IT,medium
0.66,0.7,5,254,2,0,0,0,IT,medium
0.75,0.55,3,253,6,0,0,0,IT,medium
0.54,0.67,3,243,2,0,0,0,product_mng,medium
0.98,0.76,3,224,2,0,0,0,product_mng,medium
0.8,0.85,4,139,2,0,0,0,product_mng,medium
0.68,0.7,5,270,3,0,0,0,product_mng,medium
0.54,0.57,3,257,2,0,0,0,IT,medium
0.88,0.84,4,170,2,0,0,0,RandD,medium
0.71,0.62,3,222,3,0,0,0,RandD,medium
0.77,0.58,2,247,2,1,0,0,RandD,medium
0.6,0.6,4,201,3,0,0,0,RandD,high
0.53,0.75,4,263,5,0,0,0,RandD,low
0.85,0.5,3,168,2,1,0,0,marketing,medium
0.59,0.75,4,190,2,0,0,0,sales,medium
0.23,0.77,4,140,5,0,0,0,accounting,medium
0.7,0.6,3,224,3,0,0,0,support,medium
0.92,0.49,5,145,3,0,0,0,technical,low
0.95,0.37,4,285,3,0,0,0,management,low
0.39,0.43,3,154,3,0,0,0,marketing,low
0.85,0.8,4,200,2,0,0,0,marketing,low
0.98,0.7,3,255,2,1,0,0,marketing,low
0.15,0.48,6,204,6,1,0,0,sales,low
0.68,0.54,3,270,4,1,0,0,sales,low
0.24,0.91,5,177,5,0,0,0,sales,low
0.77,0.59,4,140,3,0,0,0,sales,medium
0.36,0.69,3,165,3,0,0,0,sales,medium
0.5,0.89,3,187,4,1,0,0,sales,medium
0.2,0.98,4,166,4,1,0,0,sales,medium
0.86,0.56,5,141,2,0,0,0,sales,medium
0.84,0.63,4,135,2,0,0,0,sales,medium
0.9,0.98,5,148,4,0,0,0,sales,medium
0.4,0.51,3,120,6,0,0,0,sales,medium
0.63,0.62,3,141,3,0,0,0,sales,medium
0.73,0.95,3,222,4,0,0,0,sales,medium
0.25,0.67,2,136,6,0,0,0,sales,medium
0.7,0.57,3,180,2,0,0,0,sales,medium
0.6,0.97,3,187,3,1,0,0,sales,medium
0.99,0.66,3,202,3,0,0,0,sales,medium
0.29,0.86,3,251,4,0,0,0,sales,medium
0.53,0.63,4,259,2,0,0,0,sales,medium
0.83,0.76,3,262,2,0,0,0,accounting,medium
0.18,0.92,5,251,4,0,0,0,accounting,medium
0.14,0.74,4,117,5,0,0,0,accounting,medium
0.5,0.66,4,155,2,0,0,0,hr,medium
0.36,0.89,3,197,6,0,0,0,hr,medium
0.34,0.56,3,139,2,0,0,0,hr,medium
0.51,0.75,4,175,2,0,0,0,hr,medium
0.5,0.52,5,137,3,1,0,0,technical,medium
0.69,0.93,3,228,4,0,0,0,technical,medium
0.52,0.51,2,232,4,0,0,0,technical,high
0.32,0.5,2,143,3,0,0,0,technical,high
0.88,0.99,3,190,5,0,0,0,technical,high
0.6,0.87,3,196,3,1,0,0,technical,high
0.72,0.8,3,213,3,0,0,0,technical,high
0.65,0.9,3,200,3,0,0,0,technical,high
0.82,0.78,5,166,2,0,0,0,technical,high
0.67,0.92,5,258,3,0,0,0,technical,high
0.44,0.87,5,104,4,0,0,0,technical,high
0.52,0.85,5,173,2,0,0,0,support,high
0.54,0.51,2,176,3,0,0,0,support,high
0.67,0.76,5,181,3,0,0,0,support,high
0.16,0.64,6,143,5,1,0,0,support,low
0.81,0.73,4,186,3,0,0,0,support,low
0.77,0.85,3,136,3,0,0,0,support,low
0.84,0.99,4,219,2,0,0,0,support,low
0.56,0.56,5,229,4,1,0,0,support,low
0.67,0.97,5,239,3,0,0,0,support,low
0.65,0.7,4,182,2,0,0,0,support,low
0.39,0.57,2,132,3,0,0,0,support,low
0.77,0.75,3,272,3,0,0,0,technical,low
0.41,0.96,5,167,3,1,0,0,technical,low
0.59,0.67,3,180,2,0,0,0,technical,low
0.14,0.72,6,100,5,0,0,0,management,low
0.6,0.82,4,134,2,0,0,0,IT,low
0.14,0.98,6,221,5,0,0,0,IT,low
0.88,0.8,3,166,2,0,0,0,IT,low
0.6,0.91,4,214,2,0,0,0,IT,medium
1,0.49,4,227,3,1,0,0,IT,medium
0.56,0.98,4,207,3,0,0,0,product_mng,medium
0.72,0.54,3,286,6,0,0,0,product_mng,medium
0.59,0.83,3,240,3,1,0,0,product_mng,medium
0.74,0.75,4,111,4,1,0,0,product_mng,medium
0.52,0.69,4,164,2,0,0,0,IT,medium
0.77,0.74,2,187,6,0,0,0,RandD,medium
0.48,0.81,4,248,2,0,0,0,RandD,medium
0.99,0.56,5,210,2,0,0,0,RandD,medium
0.23,0.78,4,163,6,0,0,0,RandD,medium
0.63,1,5,241,4,0,0,0,RandD,medium
0.51,0.83,3,136,3,0,0,0,marketing,high
0.54,0.55,4,208,5,0,0,0,sales,high
0.53,0.73,5,174,3,0,0,0,accounting,high
0.72,0.84,4,250,3,0,0,0,support,high
0.57,0.61,2,189,2,1,0,0,technical,high
0.81,0.77,3,204,3,0,0,0,management,high
0.64,0.57,4,217,3,0,0,0,marketing,high
0.77,0.57,5,162,3,0,0,0,marketing,high
0.83,0.55,3,257,2,0,0,0,marketing,low
0.6,0.71,3,195,2,0,0,0,sales,low
0.86,0.87,5,156,4,0,0,0,sales,low
0.5,0.55,2,128,3,0,0,0,sales,low
0.6,0.75,5,233,3,1,0,0,sales,low
0.85,0.73,4,260,4,0,0,0,sales,low
0.4,0.87,5,250,4,0,0,0,sales,low
0.38,0.79,5,176,3,0,0,0,sales,low
0.96,0.59,6,133,5,0,0,0,sales,medium
0.59,0.57,4,197,2,0,0,0,sales,medium
0.56,0.5,3,156,3,1,0,0,sales,medium
0.84,0.96,3,162,3,0,0,0,sales,medium
0.94,0.99,3,207,2,0,0,0,sales,medium
0.72,0.63,3,223,2,1,0,0,sales,medium
0.82,0.7,3,149,2,0,0,0,sales,medium
1,0.95,3,275,3,1,0,0,sales,medium
0.62,0.77,3,271,2,0,0,0,sales,medium
0.76,0.89,3,273,2,1,0,0,sales,medium
0.23,0.74,5,219,4,0,0,0,sales,medium
0.7,0.99,5,135,4,0,0,0,sales,medium
0.71,0.88,3,158,3,0,0,0,accounting,medium
0.32,0.37,3,167,3,0,0,0,accounting,medium
0.69,0.67,4,274,4,0,0,0,accounting,medium
0.66,0.59,3,145,3,0,0,0,hr,medium
0.7,0.67,6,233,6,0,0,0,hr,medium
0.91,0.76,3,159,3,0,0,0,hr,medium
0.2,0.7,4,221,5,0,0,0,hr,medium
0.72,0.83,3,132,2,0,0,0,technical,medium
0.74,0.93,5,140,3,0,0,0,technical,medium
0.53,0.79,3,206,3,0,0,0,technical,medium
0.99,0.92,4,229,2,0,0,0,technical,medium
0.75,0.85,4,272,4,0,0,0,technical,high
0.86,0.78,4,164,2,0,0,0,technical,low
0.93,0.86,4,145,3,0,0,0,technical,medium
0.81,0.95,3,212,3,0,0,0,technical,medium
0.49,0.67,3,254,2,1,0,0,technical,medium
0.97,0.72,5,260,4,0,0,0,technical,medium
0.62,0.89,3,201,3,0,0,0,technical,medium
0.75,0.79,4,176,4,1,0,0,support,medium
0.87,0.58,3,140,3,1,0,0,support,medium
0.93,0.65,5,201,3,0,0,0,support,medium
0.74,0.68,3,206,2,1,0,0,support,medium
0.68,0.57,3,197,3,1,0,0,support,medium
0.49,0.63,3,245,4,0,0,0,support,low
0.75,0.84,3,145,3,1,0,0,support,low
0.95,0.58,4,131,5,0,0,0,support,low
0.95,0.75,5,235,3,1,0,0,support,low
0.67,0.65,5,242,3,0,0,0,support,low
0.71,0.6,2,251,3,0,0,0,support,low
0.81,0.73,4,258,2,0,0,0,technical,low
0.79,0.36,3,114,3,0,0,0,technical,high
0.57,0.52,3,143,2,0,0,0,technical,low
0.85,0.65,3,187,2,0,0,0,management,high
0.15,0.78,5,255,3,0,0,0,IT,high
0.48,0.87,3,267,2,0,0,0,IT,low
0.92,0.91,4,247,3,0,0,0,IT,low
0.73,0.67,4,153,3,0,0,0,IT,high
0.68,0.71,3,237,3,0,0,0,IT,low
0.88,0.55,5,182,3,0,0,0,product_mng,medium
0.8,0.55,4,144,5,1,0,0,product_mng,high
0.66,0.9,3,176,2,1,0,0,product_mng,medium
0.19,0.8,5,203,6,0,0,0,product_mng,medium
0.3,0.53,3,148,4,0,0,0,IT,medium
0.8,0.8,3,175,2,0,0,0,RandD,medium
0.66,0.84,3,211,4,0,0,0,RandD,high
0.22,0.67,6,175,5,0,0,0,RandD,medium
0.57,0.59,4,206,3,0,0,0,RandD,medium
0.83,0.73,4,262,2,0,0,0,RandD,medium
0.57,0.5,4,177,2,0,0,0,marketing,high
0.78,0.54,3,134,3,0,0,0,sales,medium
0.88,0.89,2,201,3,0,0,0,accounting,high
0.48,0.69,3,105,3,0,0,0,support,low
0.91,0.82,4,259,3,0,0,0,technical,medium
0.3,0.97,3,171,4,1,0,0,management,medium
0.63,0.98,4,228,3,0,0,0,marketing,medium
0.62,0.36,2,137,4,1,0,0,marketing,medium
0.74,0.72,5,196,3,0,0,0,marketing,low
0.5,0.53,3,207,4,0,0,0,sales,low
0.36,0.74,6,280,3,0,0,0,sales,low
0.57,0.65,4,162,3,1,0,0,sales,low
0.73,0.55,4,267,3,0,0,0,sales,low
0.77,0.67,5,207,2,0,0,0,sales,low
0.86,0.5,4,196,2,0,0,0,sales,low
0.24,0.55,6,231,4,0,0,0,sales,low
0.83,0.62,4,242,3,0,0,0,sales,low
0.72,0.63,4,207,3,0,0,0,sales,low
0.52,0.82,4,206,2,1,0,0,sales,high
0.99,0.54,4,236,4,0,0,0,sales,low
0.15,0.68,5,246,2,0,0,0,sales,low
0.79,0.94,3,204,2,1,0,0,sales,low
0.19,0.91,3,268,4,0,0,0,sales,low
0.59,0.62,3,212,2,1,0,0,sales,high
0.15,0.74,6,178,3,0,0,0,sales,low
0.75,0.72,5,260,3,0,0,0,sales,low
0.47,0.71,2,241,4,0,0,0,sales,low
0.64,0.64,3,234,3,1,0,0,sales,high
0.66,0.76,3,207,2,0,0,0,accounting,low
0.8,0.91,5,242,3,1,0,0,accounting,medium
0.82,0.52,5,225,2,0,0,0,accounting,high
0.8,0.98,3,161,3,0,0,0,hr,medium
0.98,0.98,4,259,2,0,0,0,hr,high
0.95,0.96,3,250,3,0,0,0,hr,medium
0.88,0.61,3,236,3,0,0,0,hr,medium
0.9,0.97,4,239,4,0,0,0,technical,medium
0.66,0.83,4,266,3,1,0,0,technical,medium
0.99,0.62,5,133,3,0,0,0,technical,medium
0.86,0.95,5,275,2,0,0,0,technical,medium
0.96,0.95,5,189,2,0,0,0,technical,medium
1,0.63,5,171,3,0,0,0,technical,medium
0.46,0.38,6,140,3,0,0,0,technical,high
0.19,0.85,6,116,3,0,0,0,technical,low
0.73,0.6,3,145,6,1,0,0,technical,medium
0.63,0.5,4,167,3,1,0,0,technical,medium
0.68,0.89,4,227,3,0,0,0,technical,medium
0.78,0.96,4,245,3,0,0,0,support,medium
0.79,0.56,4,132,3,0,0,0,support,medium
0.86,0.99,3,254,2,0,0,0,support,medium
0.98,0.53,4,166,2,0,0,0,support,medium
0.89,0.79,2,208,3,1,0,0,support,medium
0.86,0.87,3,197,4,1,0,0,support,medium
0.65,0.83,4,263,3,1,0,0,support,high
0.52,0.98,4,272,2,0,0,0,support,low
0.54,0.65,3,147,3,1,0,0,support,low
0.68,0.73,4,197,3,0,0,0,support,low
0.88,0.65,3,268,2,0,0,0,support,high
0.75,0.85,4,181,3,0,0,0,technical,low
0.17,0.93,6,192,4,0,0,0,technical,low
0.92,0.83,5,270,3,0,0,0,technical,low
0.79,0.66,3,183,3,0,0,0,management,high
0.52,0.66,5,184,3,0,0,0,IT,low
0.95,0.73,4,238,3,1,0,0,IT,low
0.72,0.49,4,148,2,0,0,0,IT,low
0.4,0.41,4,127,3,0,0,0,IT,low
0.61,0.59,3,162,2,1,0,0,IT,low
0.49,0.97,4,166,5,0,0,0,product_mng,low
0.32,0.55,4,283,4,0,0,0,product_mng,low
0.82,0.77,3,108,6,0,0,0,product_mng,medium
0.9,0.79,3,154,2,0,0,0,product_mng,medium
0.95,0.74,3,139,2,0,0,0,IT,medium
0.55,0.6,5,271,3,1,0,0,RandD,medium
0.91,0.78,4,153,3,0,0,0,RandD,medium
0.45,0.41,3,216,6,1,0,0,RandD,medium
0.65,0.6,3,218,4,0,0,0,RandD,medium
0.88,0.89,3,171,2,0,0,0,RandD,medium
0.78,0.76,3,238,3,0,0,0,marketing,medium
0.77,0.71,3,134,3,0,0,0,marketing,medium
0.32,0.75,3,255,4,0,0,0,sales,medium
0.98,0.38,4,140,6,0,0,0,accounting,medium
0.51,0.76,2,239,3,0,0,0,support,high
0.81,0.59,4,187,2,0,0,0,technical,low
0.64,0.9,5,279,5,0,0,0,management,medium
0.73,0.94,4,213,3,1,0,0,marketing,medium
0.49,0.56,5,202,2,0,0,0,marketing,medium
0.84,0.54,3,265,2,0,0,0,marketing,medium
0.81,0.86,4,249,3,0,0,0,sales,low
0.77,0.5,4,281,2,0,0,0,sales,low
0.24,0.83,3,208,5,0,0,0,sales,low
0.77,0.78,3,165,2,0,0,0,sales,low
0.13,0.88,3,146,5,0,0,0,sales,low
0.94,0.66,4,230,2,0,0,0,sales,low
0.61,0.82,3,209,2,0,0,0,sales,low
0.95,0.49,4,178,2,0,0,0,sales,low
0.22,0.92,6,220,4,1,0,0,sales,low
0.65,0.56,3,142,3,0,0,0,sales,low
0.95,0.67,3,153,2,0,0,0,sales,low
0.98,0.62,5,254,5,1,0,0,sales,low
0.88,0.72,3,193,4,0,0,0,sales,low
0.94,0.69,3,248,3,0,0,0,sales,low
0.62,0.75,4,216,2,0,0,0,sales,low
0.81,0.96,3,226,3,0,0,0,sales,low
0.56,0.51,4,140,2,0,0,0,sales,low
0.52,0.86,6,103,4,0,0,0,sales,low
0.88,0.57,4,185,2,0,0,0,sales,low
0.56,0.92,5,160,3,0,0,0,accounting,low
0.36,0.63,3,130,5,0,0,0,accounting,low
